workout_id,duration_mins,avg_hr,max_hr,hr_spikes,pct_time_low,avg_emg,emg_fatigue,total_reps,effectiveness_label
w_6fa3383e,29.3,95.8,119.3,3,55.5,185.2,2.4,20,0
w_714eedef,46.6,127.1,147.8,3,25.0,388.3,7.1,66,1
w_8a053249,20.1,90.6,112.2,1,55.6,130.0,3.9,39,1
w_334a51dd,44.7,161.8,196.9,7,2.2,590.3,36.2,244,3
w_213a355d,46.7,96.2,120.2,2,68.1,112.2,3.0,64,0
w_c175147e,37.3,148.7,173.1,5,4.0,424.3,23.2,127,2
w_98028a5c,31.4,98.2,111.0,0,33.8,316.5,10.0,89,1
w_9fafab27,8.0,82.8,99.5,0,86.5,112.1,1.6,28,0
w_6b44804e,42.7,112.0,131.1,4,38.9,299.9,12.0,91,1
w_29b5af58,42.2,107.4,131.0,1,30.6,352.4,12.1,91,1
w_779a688e,63.3,175.8,207.3,12,3.0,779.3,44.2,212,3
w_bcc6aa6e,41.7,126.0,143.4,3,9.4,392.6,23.3,96,2
w_05735340,3.6,133.5,151.6,6,8.4,579.0,30.4,53,0
w_c1a82f43,8.5,118.5,146.9,1,6.6,605.8,17.9,4,0
w_cc985a02,40.1,139.1,159.5,3,9.2,485.6,25.8,134,2
w_408a1287,54.5,139.0,164.6,6,24.9,343.9,21.2,80,2
w_428ae487,48.1,92.3,105.7,0,36.6,230.3,9.8,87,1
w_ad2dfccc,47.6,171.5,202.3,11,0.5,736.4,36.8,268,3
w_3d7fce8b,33.1,144.3,173.4,8,12.0,444.2,29.1,93,2
w_494960a9,32.6,166.2,196.4,6,0.6,695.7,33.8,136,3
w_5fa856b3,40.8,102.3,119.3,0,35.1,221.9,9.6,78,1
w_88b6b001,24.2,86.9,101.8,0,55.7,141.9,3.2,20,0
w_eb7fb1bc,36.8,100.5,133.5,3,77.3,655.8,30.5,36,3
w_4ad9d833,14.4,138.0,155.9,4,14.4,499.4,12.7,64,1
w_685ab84e,31.1,102.1,121.1,2,57.6,267.5,8.6,61,1
w_940345e8,8.0,81.0,89.5,1,70.9,55.0,1.8,23,0
w_52a8b8f3,24.5,81.0,92.7,1,84.6,88.6,1.8,51,0
w_120c2f8a,6.5,86.9,95.1,2,49.1,140.2,4.5,7,0
w_425d692c,53.5,137.0,152.4,7,9.0,486.8,18.1,110,2
w_a00e5a5d,30.8,119.7,135.4,3,30.7,350.9,9.3,70,1
w_092f7039,46.4,143.3,168.6,7,6.1,555.0,46.2,162,3
w_6cf9b214,33.6,98.0,120.6,3,38.6,313.4,13.6,71,1
w_346bf430,68.7,163.6,189.2,10,3.0,649.7,27.4,179,3
w_10801438,34.3,155.1,181.3,6,6.0,480.0,21.5,280,3
w_ce260270,52.6,147.5,172.5,7,12.0,521.7,24.0,82,2
w_32d10077,40.5,167.8,194.1,13,3.0,609.9,30.0,143,3
w_d8603c8c,36.7,90.1,100.5,1,35.9,303.5,9.3,62,1
w_5b10af3e,37.1,135.8,157.7,5,16.5,318.8,20.0,228,3
w_ca88c8ac,25.3,95.8,109.1,0,46.2,128.3,2.4,46,1
w_731887c3,35.6,140.9,164.2,8,12.0,519.6,29.4,136,2
w_060e53a4,48.0,145.6,172.8,7,11.7,522.8,16.8,157,2
w_d7bb5b7d,39.9,99.4,125.8,2,79.7,722.7,27.3,41,3
w_b1666cbb,52.1,142.8,158.1,4,12.0,443.6,18.3,137,2
w_1510409a,15.7,75.7,91.0,1,56.2,158.0,0.3,17,0
w_b983577b,41.0,123.3,155.2,5,9.8,461.1,19.9,128,2
w_ad80738b,40.1,142.1,163.8,3,12.0,534.5,21.2,99,2
w_8e4392f8,28.9,131.9,166.5,5,10.9,525.8,26.9,142,2
w_7bf3d81b,28.4,95.8,114.4,1,54.8,207.2,2.1,38,1
w_8e40d77b,22.3,111.3,135.6,2,40.7,342.6,12.5,61,1
w_a0a52844,32.3,124.6,152.0,4,22.3,327.9,10.9,90,1
w_c2d43747,37.1,109.7,125.1,2,47.9,279.0,6.4,80,1
w_d723ae92,38.9,94.0,105.0,2,38.7,300.2,8.4,65,1
w_ee09d56d,28.5,126.2,147.8,2,22.7,395.9,13.2,79,1
w_72323a7f,10.6,93.4,99.0,1,94.0,149.7,2.3,15,0
w_ee84eb18,32.8,124.5,140.0,3,34.9,368.0,14.4,72,1
w_f1659ae2,34.5,151.2,181.0,5,6.0,467.3,10.0,307,3
w_ccd81980,6.7,104.5,116.2,2,78.5,46.9,1.3,22,0
w_02965e0a,28.2,155.3,187.8,4,6.0,483.8,18.0,97,2
w_8521f835,55.7,147.6,163.8,3,4.8,326.2,21.8,301,3
w_f1a2d0b4,28.9,111.6,134.8,0,40.6,126.3,7.3,44,1
w_384fec01,32.2,125.5,146.5,1,20.6,235.3,10.3,68,1
w_d3e81f36,44.4,151.1,178.9,3,6.0,421.3,19.0,154,2
w_a03c41bd,7.2,111.6,143.4,2,29.8,655.5,12.4,6,0
w_11ecb7c9,31.2,94.6,118.8,2,44.0,170.8,3.1,45,1
w_1d898b6e,66.9,171.6,201.2,14,3.0,779.3,28.4,254,3
w_b7ac3316,69.9,176.4,195.9,15,2.9,779.9,37.9,239,3
w_070bee1f,44.8,78.3,113.5,3,55.8,719.7,37.3,66,3
w_ea552ed5,74.1,153.1,173.7,7,6.0,540.2,33.1,247,3
w_35f68ec5,54.0,124.9,145.7,3,19.7,499.3,25.0,77,2
w_ed705289,31.5,136.7,162.5,6,10.6,380.8,24.7,132,2
w_7179b1f8,24.0,108.5,130.7,1,53.5,128.6,2.6,59,1
w_c0c78e4b,60.4,103.9,125.0,3,72.2,673.1,21.1,66,3
w_c4c2b9dc,44.3,147.3,173.1,8,12.0,358.7,11.8,241,3
w_eb11e259,29.4,80.0,93.3,2,66.4,123.4,4.4,46,0
w_c25a5cf6,4.3,87.5,103.9,1,67.1,145.0,0.2,24,0
w_53518f9b,6.5,99.1,115.2,1,91.5,110.9,0.6,8,0
w_8aecd130,52.4,162.2,184.3,10,3.0,687.4,44.8,170,3
w_06cc3ff1,55.1,141.5,164.0,6,12.0,452.7,17.9,139,2
w_f1e4f0dc,36.1,89.8,111.2,3,64.1,617.0,31.8,44,3
w_e6c1d2e2,42.1,123.6,146.9,1,39.2,363.3,13.5,76,1
w_8bee80fb,24.8,86.1,98.2,1,45.0,178.2,3.8,31,1
w_45bf3632,3.1,136.4,175.2,5,15.8,593.7,12.0,8,0
w_7952f0fd,30.2,111.7,127.8,2,45.0,337.6,12.1,62,1
w_c52b10bb,47.0,124.3,141.5,2,25.8,318.5,10.9,89,1
w_122b1efb,28.9,82.4,98.2,0,74.0,146.2,3.5,36,0
w_1a30c2e7,43.8,82.4,102.3,1,72.1,172.1,4.1,21,0
w_5371d971,6.4,90.4,109.3,1,74.1,160.5,2.2,32,0
w_1a5eb592,49.3,131.0,161.7,6,7.5,405.0,19.9,158,2
w_757082a6,31.5,71.0,89.6,0,69.0,108.2,4.3,46,0
w_9c963a6b,5.0,104.6,143.4,2,26.2,598.0,6.8,12,0
w_3cc74c81,37.2,141.6,174.2,7,7.9,507.5,21.8,109,2
w_b2436d39,55.1,98.9,125.8,1,61.9,578.7,37.6,37,3
w_777ec77f,47.2,91.6,119.8,3,75.2,580.1,30.3,72,3
w_a7b2e051,50.3,99.9,115.3,1,36.4,261.8,8.3,53,1
w_10175446,36.3,156.2,190.1,6,6.0,460.0,24.5,91,2
w_8d7f89f9,29.5,91.0,115.6,0,43.2,252.8,6.7,68,1
w_6d328d17,36.3,110.2,123.4,1,23.3,351.9,12.2,51,1
w_035f729c,47.5,144.2,162.6,6,8.0,477.3,26.0,117,2
w_c39d351c,43.6,104.6,125.9,5,67.3,534.1,22.1,34,3
w_6bdb6986,69.3,74.8,84.1,0,71.7,119.2,3.0,9,0
w_b59785e6,33.1,114.4,133.5,0,45.0,181.6,12.4,53,1
w_2d719666,11.2,98.4,106.7,1,66.5,84.0,2.5,5,0
w_147e13ad,10.6,158.2,187.8,2,0.3,320.8,14.3,24,0
w_4c387f3c,54.1,90.7,107.8,0,41.1,208.3,10.5,56,1
w_faa8a971,52.2,95.0,125.7,3,57.6,629.9,31.4,59,3
w_3dab8d02,38.9,78.4,105.7,2,55.7,127.2,6.2,21,0
w_1569ffa7,42.0,137.3,158.9,3,3.9,488.1,23.9,132,2
w_30d8ce1e,54.2,124.5,149.8,5,7.7,501.7,19.5,77,2
w_863435d9,28.4,123.5,144.5,2,38.0,334.7,16.9,53,1
w_99528b39,54.0,127.0,142.3,6,12.2,380.0,22.9,124,2
w_4a614b92,50.2,141.1,157.2,6,12.0,421.4,20.7,141,2
w_e1f348d9,39.2,124.7,143.3,1,22.7,242.5,11.4,93,1
w_fae7ff46,8.9,81.8,90.0,2,78.6,132.2,0.2,35,0
w_b7554a8b,46.1,132.9,156.2,3,25.0,460.2,19.0,86,2
w_0729b856,54.1,105.5,122.1,0,56.1,176.4,10.4,56,1
w_7ffe27cd,54.2,94.3,109.4,1,51.9,176.2,5.2,78,1
w_bf90c425,54.0,158.8,179.9,6,5.2,428.2,17.8,229,3
w_244b472a,52.8,160.3,184.1,10,3.0,654.5,39.0,157,3
w_3673fad7,27.8,109.0,132.2,2,42.8,206.1,11.6,72,1
w_29b5e2c8,27.9,109.1,119.9,0,54.9,228.1,6.6,74,1
w_8b14bf55,68.3,83.8,96.9,1,84.1,71.3,2.8,22,0
w_ff19598f,16.0,123.3,144.0,5,16.0,425.1,13.4,53,1
w_12af39c9,33.4,104.3,129.3,2,33.3,316.9,14.4,77,1
w_83b0ca7b,8.1,93.1,104.5,2,51.3,48.5,4.3,15,0
w_471ef429,23.0,108.6,123.7,1,39.5,118.1,6.9,55,1
w_9be54840,39.5,89.8,114.7,5,58.7,657.7,38.3,47,3
w_df74f2b3,42.5,152.4,178.8,6,0.0,585.9,51.9,203,3
w_d4453895,40.1,156.9,186.3,3,6.0,339.2,12.7,237,3
w_0ea7a7d4,46.0,154.7,181.8,8,1.3,524.2,26.0,197,3
w_8e8ec566,32.5,97.7,116.9,2,28.2,303.2,6.6,52,1
w_978ff9b5,51.3,98.6,116.3,2,54.7,253.6,9.3,52,1
w_fa2692d1,4.8,170.6,186.9,2,0.8,538.9,39.6,47,0
w_28a7fd7b,52.7,81.7,112.7,3,75.3,668.8,24.3,30,3
w_2e9ad35f,41.9,99.9,120.4,0,34.4,270.3,5.8,58,1
w_d75fda1f,9.7,151.4,181.3,8,6.0,598.4,27.5,77,0
w_1736c7de,7.4,121.2,154.9,1,22.5,698.6,14.8,5,0
w_d53e6e68,47.9,140.2,162.7,6,12.0,509.9,15.1,118,2
w_9895ec89,58.4,156.5,190.4,10,5.5,612.9,26.6,208,3
w_9ad98140,53.4,170.0,199.0,8,3.0,554.6,27.5,186,3
w_da0b78b1,28.0,108.2,125.2,0,38.7,160.1,7.0,36,1
w_5d664a24,33.1,108.0,122.6,2,31.0,294.2,9.4,81,1
w_519f4a87,3.5,79.5,92.5,1,70.7,69.8,2.0,10,0
w_e86481d7,31.4,117.3,132.9,1,39.2,358.6,9.6,86,1
w_c51ae356,39.6,152.7,178.0,5,6.0,533.3,18.4,114,2
w_89a1e83a,50.0,83.2,99.4,4,76.5,681.4,40.0,51,3
w_d9b0a9e8,47.4,138.8,158.2,3,6.5,553.1,18.4,99,2
w_1597dccb,45.2,164.3,195.0,10,3.0,558.7,34.5,227,3
w_c992eccf,41.7,120.9,142.9,6,18.0,359.8,25.6,130,2
w_24529662,74.2,141.0,162.1,8,3.2,566.5,27.4,212,3
w_7ecf75ac,33.2,85.5,104.2,0,57.2,124.3,3.6,39,1
w_09241204,44.9,147.0,169.6,6,12.0,347.7,18.8,124,2
w_017a7c8a,31.6,137.4,161.5,5,3.3,426.7,24.4,145,2
w_1dc590c1,54.8,164.7,187.5,7,3.0,387.2,12.8,285,3
w_650084eb,34.7,151.3,172.3,4,6.0,404.9,28.0,98,2
w_7ac02ed5,17.8,85.0,96.1,1,78.9,106.7,1.3,11,0
w_fc3c9710,50.5,148.7,172.2,11,0.1,778.1,28.2,207,3
w_92b70a24,10.5,98.3,113.9,0,72.6,120.9,0.9,11,0
w_17158254,40.3,135.8,154.0,6,19.3,403.4,21.1,159,2
w_3b5d6c73,47.2,157.6,182.9,7,5.3,578.2,27.0,218,3
w_59e25bc4,53.8,153.6,172.2,4,6.0,667.8,40.1,150,3
w_d2d3ff25,35.8,125.1,140.2,3,25.0,255.9,12.6,99,1
w_ee7499f2,63.5,125.9,146.6,4,23.7,356.0,18.7,104,2
w_ce8a458d,58.9,84.2,99.7,2,68.3,704.6,33.1,62,3
w_2b3a0911,33.9,85.5,103.9,0,56.9,228.6,3.2,48,1
w_fbfaac69,61.9,154.2,180.0,13,4.3,736.5,29.9,186,3
w_24a59cc2,22.6,118.4,143.3,1,31.8,306.5,16.2,88,1
w_845b6871,43.7,120.8,141.0,1,33.5,383.8,8.4,97,1
w_2afce3ab,64.3,79.9,98.3,1,87.5,80.6,0.7,22,0
w_f52c79c3,27.0,82.2,94.2,2,73.7,141.5,1.8,40,0
w_1bc04cc1,27.4,128.1,150.7,1,20.8,307.5,9.4,61,1
w_02fc062a,44.5,162.8,184.7,7,3.0,396.7,23.9,182,3
w_1eb4c76f,34.7,94.1,119.1,0,59.2,262.5,2.3,32,1
w_3287f72f,32.9,151.2,186.1,5,6.0,527.5,20.7,95,2
w_6db91ba9,24.4,114.8,127.7,3,30.4,359.9,9.4,77,1
w_436a22e8,9.1,73.6,84.5,0,73.5,91.3,1.1,22,0
w_6840f867,44.4,133.3,159.6,4,10.0,546.9,25.0,136,2
w_c46d19ae,36.1,118.1,139.0,3,23.9,368.1,7.1,59,1
w_80f92b7f,43.4,151.6,186.4,7,6.0,486.6,32.3,111,3
w_e4618cf0,43.8,100.8,121.9,2,36.4,236.4,9.2,62,1
w_a9c6071d,30.0,86.8,103.7,2,51.7,156.9,3.7,44,1
w_c015303e,14.8,120.8,149.6,5,21.9,395.1,21.1,43,1
w_93860de5,25.3,125.8,149.2,4,25.0,268.4,7.9,79,1
w_cbcbeb7c,37.0,114.6,131.9,0,21.1,285.0,10.8,59,1
w_bb4c6e4b,43.3,84.6,101.9,3,80.7,193.7,4.4,28,0
w_8fa45be6,43.6,157.6,183.0,7,6.0,425.6,20.5,151,2
w_b3a9ff16,49.2,161.5,181.9,10,3.0,656.0,32.4,226,3
w_48e3e005,71.0,78.6,87.7,1,78.5,72.7,1.9,17,0
w_58acef84,11.1,121.8,138.1,2,3.5,426.1,33.2,16,0
w_33afbce1,61.8,117.5,139.2,4,16.4,494.7,20.9,83,2
w_e30688ac,50.9,120.9,140.7,4,11.3,403.7,19.8,79,2
w_9bca229d,52.0,166.5,190.0,13,2.3,675.7,28.7,163,3
w_8af9a641,31.5,143.1,165.9,3,3.3,502.7,25.0,91,2
w_54f60d8c,46.6,145.5,163.5,5,9.2,376.0,16.7,98,2
w_ccef162a,25.9,110.1,126.4,2,45.0,259.5,4.7,30,1
w_219ce5f9,45.9,125.0,144.0,2,34.4,249.2,14.0,70,1
w_4ee32fcf,33.6,113.0,132.4,3,38.1,220.1,7.1,42,1
w_cc9e6d80,82.8,78.7,92.3,0,94.2,166.3,3.1,9,0
w_8c5b2fe9,58.8,117.4,138.7,3,27.1,388.8,19.5,132,2
w_5a36be12,51.2,146.9,161.7,4,12.0,385.7,24.4,105,2
w_1c17a21d,29.4,106.4,130.4,1,60.7,217.7,2.4,36,1
w_b6657768,39.3,95.5,112.8,1,56.7,254.0,8.2,72,1
w_72dedafb,37.5,151.5,183.9,10,4.7,516.7,27.9,186,3
w_25d5c23f,40.6,108.7,130.3,0,44.8,266.6,6.1,73,1
w_d9298020,36.1,102.3,114.1,2,35.6,248.9,6.7,93,1
w_08422585,57.2,154.4,182.1,7,0.3,712.1,29.3,151,3
w_6523e53d,32.4,117.8,132.5,3,30.4,284.3,7.7,75,1
w_0fb5ef0d,8.4,98.7,117.4,0,81.0,179.9,4.7,17,0
w_cc1b9b5f,9.4,78.6,88.8,2,82.3,132.5,4.9,27,0
w_f886cded,53.0,105.2,124.1,1,40.8,173.1,8.0,80,1
w_654ede66,62.3,85.7,99.8,1,78.6,114.6,3.4,18,0
w_b97e077e,54.7,94.5,121.2,0,75.1,97.5,1.5,40,0
w_4afc43f9,20.5,136.1,162.1,4,8.3,497.4,19.0,55,1
w_89c799c5,26.8,100.9,115.0,3,38.4,403.8,17.1,72,1
w_c8ece7b4,38.2,157.7,179.0,6,6.0,605.4,30.7,124,3
w_59a82359,44.8,139.3,161.6,5,10.9,625.7,39.7,100,3
w_11a89e1f,32.6,171.6,200.5,7,1.8,536.0,39.1,150,3
w_2ee464dd,8.5,76.5,89.4,1,59.1,120.2,2.1,12,0
w_5fd1cb78,41.3,146.5,176.3,4,10.7,351.4,16.4,80,2
w_f7122c58,16.7,87.2,105.4,0,58.0,189.5,3.8,27,0
w_b1eb3d7d,5.2,117.0,154.0,2,14.1,622.1,14.8,4,0
w_2d14d304,50.4,141.7,163.6,5,12.0,384.5,18.8,84,2
w_53234cfc,51.1,130.6,154.7,4,4.9,475.6,13.6,313,3
w_67ed1dcc,41.9,83.1,99.0,3,80.4,111.2,4.7,30,0
w_a4c94cdc,4.0,120.9,147.3,2,37.2,606.9,10.5,12,0
w_2db2c92f,46.8,155.4,184.3,7,2.0,584.2,37.0,147,3
w_df99cb22,50.2,108.0,118.8,1,42.2,209.3,7.2,50,1
w_3c9fca37,38.6,145.8,173.2,8,12.0,442.9,17.9,121,2
w_d364e134,47.6,106.1,118.1,1,51.9,238.0,8.2,81,1
w_c9cd9efa,43.2,95.0,124.1,2,57.0,563.6,24.5,69,3
w_7ec1c378,64.8,136.4,163.8,4,11.3,460.7,22.1,133,2
w_f1240472,50.5,73.4,87.2,1,90.9,42.6,1.5,27,0
w_fcc6dbf4,16.4,128.9,153.5,4,11.5,343.0,15.3,70,1
w_a154002e,6.1,141.0,158.6,8,1.1,469.0,11.3,61,0
w_877dc845,37.4,159.0,187.9,7,6.0,454.3,21.3,294,3
w_5aa565da,42.9,138.5,160.0,6,4.0,451.4,17.2,213,3
w_de14ab3f,8.2,87.2,92.4,0,83.5,35.2,2.5,25,0
w_80548275,46.6,94.9,108.1,2,64.4,215.4,5.6,64,0
w_61ba9079,27.7,77.3,97.1,3,74.2,176.9,6.3,59,0
w_a429b8a0,38.9,141.2,163.3,4,3.5,430.5,22.0,136,2
w_d0109c08,8.8,74.3,84.8,1,60.7,56.1,0.7,6,0
w_a16594ec,44.8,118.2,133.8,2,36.2,368.2,12.1,97,1
w_57c9ca2c,37.1,155.7,180.3,7,6.0,455.8,27.5,100,2
w_63c1689f,37.6,142.5,177.1,5,4.1,703.3,25.7,194,3
w_43b1861f,50.4,159.0,186.7,7,6.0,628.4,43.5,187,3
w_3233507b,61.2,117.7,145.5,2,26.6,397.7,23.0,84,2
w_cfe7a76b,9.0,80.7,89.1,1,47.6,101.8,2.9,18,0
w_2e514022,42.8,129.1,147.3,4,13.0,367.7,19.5,129,2
w_449b84a1,35.1,122.9,136.9,3,34.5,332.4,10.7,87,1
w_4e8f1370,47.5,95.9,117.0,3,60.2,167.9,6.4,52,0
w_10596f33,32.9,72.4,90.5,2,66.9,123.0,3.0,29,0
w_f17a86f3,38.6,155.9,188.3,6,3.6,650.6,35.6,147,3
w_f5660552,48.5,141.5,160.1,4,11.1,379.7,15.0,109,2
w_45138bf4,53.5,125.4,146.0,7,15.8,366.0,22.0,94,2
w_f197169f,32.2,128.0,147.0,3,25.0,277.5,14.9,69,1
w_b6d6ec41,57.4,164.6,191.1,8,3.0,320.3,22.4,260,3
w_de5c9c19,30.3,105.6,129.8,3,20.6,339.7,13.5,86,1
w_10ed2984,52.5,132.4,161.2,6,21.1,422.5,20.0,104,2
w_09fb5267,21.4,101.0,111.4,0,44.7,164.7,3.5,64,1
w_d660a0e1,43.3,147.5,175.1,6,0.8,555.3,24.1,173,3
w_e5b78af6,49.8,89.3,117.2,3,75.4,689.8,35.8,58,3
w_8033e94f,35.1,153.8,184.9,6,6.0,496.3,25.1,85,2
w_b46c905d,42.9,91.7,106.2,1,85.3,45.4,2.9,28,0
w_6122e8f3,51.4,172.0,201.9,6,3.0,690.2,36.9,192,3
w_ce9706f1,72.7,161.2,182.9,12,3.0,526.6,29.1,247,3
w_f0d4cdd5,45.2,87.1,115.0,0,63.4,111.5,1.4,24,0
w_44ba7c3a,31.8,91.0,111.1,1,65.5,99.6,1.5,22,0
w_e6c89a48,5.3,127.3,165.3,1,15.9,717.6,7.6,7,0
w_2860e7f8,2.3,142.2,159.9,8,7.8,555.7,34.2,73,0
w_9abda21c,63.2,145.2,177.0,9,5.9,627.8,44.1,194,3
w_7559fb06,52.3,72.3,83.0,1,81.3,119.1,2.4,11,0
w_8a6c9c8c,36.1,145.5,167.1,4,9.6,374.8,23.0,105,2
w_640141fe,32.6,155.4,179.4,4,2.5,502.1,19.8,143,2
w_9038fcd5,9.3,89.2,95.2,1,59.7,120.5,2.6,9,0
w_c5c7a829,42.5,156.4,178.4,7,3.5,515.2,36.4,158,3
w_f7f4de48,68.9,154.2,181.2,7,3.7,744.7,27.7,243,3
w_4c65223c,45.5,125.0,146.2,3,10.8,501.5,24.1,99,2
w_8e3ed92b,37.6,123.7,148.3,1,28.7,254.6,11.3,64,1
w_7911b9d1,49.0,142.5,172.9,6,12.0,509.7,22.5,88,2
w_b58b54b6,17.8,144.1,172.0,5,9.4,452.0,16.7,51,1
w_60029fbe,38.6,133.4,160.0,3,6.1,459.3,24.2,107,2
w_d1e9538f,24.0,112.0,135.9,2,25.0,323.0,10.4,62,1
w_5b0821f7,27.6,125.1,151.3,4,25.0,342.8,9.9,52,1
w_1f9fbbc3,41.2,153.8,182.7,8,6.0,452.2,26.2,83,2
w_cd52b268,41.6,134.2,161.0,2,15.8,356.2,23.2,116,2
w_8a5933f8,40.2,110.1,129.2,0,42.3,307.6,10.6,76,1
w_8be3f589,66.5,160.4,178.6,8,3.0,610.9,50.5,189,3
w_41c454ba,77.5,67.4,81.2,1,73.7,96.4,2.2,52,0
w_aefc4f1a,13.1,138.6,164.3,2,17.3,361.5,16.3,41,1
w_3e7d1e09,49.0,165.8,193.8,5,3.0,694.7,33.3,210,3
w_3b68f95e,47.5,151.9,181.0,4,5.7,322.6,23.4,228,3
w_2044fa98,6.9,90.2,95.7,0,60.9,39.5,0.1,11,0
w_303be36e,48.6,146.3,172.8,4,12.0,336.7,14.3,198,3
w_90c594ce,40.8,93.2,111.8,3,82.6,183.1,5.8,29,0
w_bba68c74,45.5,143.9,172.2,6,12.0,618.2,46.1,186,3
w_8df2cb7d,29.6,75.7,92.9,2,61.3,212.1,3.4,43,0
w_313ac939,56.9,131.9,153.6,5,22.2,381.7,14.7,137,2
w_9635f096,26.2,90.7,109.1,2,85.6,146.6,3.3,31,0
w_891f18f1,3.2,86.1,102.9,1,50.6,149.9,1.7,9,0
w_af0ab3ac,44.1,165.4,195.1,7,0.3,523.6,31.5,216,3
w_a147af5f,54.0,73.2,84.9,1,94.1,92.9,0.2,10,0
w_9cfbfeec,13.8,73.6,88.1,1,76.5,69.7,1.4,6,0
w_0880c79a,43.2,159.4,189.0,11,6.0,557.7,25.7,155,3
w_44ce456e,30.1,102.5,118.9,2,52.7,234.8,2.5,44,1
w_58d01b75,50.3,138.7,162.7,7,19.6,527.8,14.2,108,2
w_9ec45240,37.7,82.7,95.3,2,69.9,106.9,6.4,63,0
w_e204d2d7,52.5,139.1,162.9,7,17.0,366.5,21.5,135,2
w_df449a6e,46.3,128.4,155.0,6,10.7,470.6,23.5,102,2
w_24cb08e8,32.2,151.7,180.6,4,5.7,470.0,21.3,126,2
w_5d3b9e32,6.2,73.1,78.5,1,90.6,132.8,1.2,5,0
w_4014d3b0,28.1,143.6,167.1,4,7.8,466.1,25.0,99,2
w_521c2d8c,55.5,99.4,122.2,2,73.2,609.4,29.6,36,3
w_b816da75,6.3,128.5,153.2,2,7.0,674.1,21.3,59,0
w_75f4fd5f,44.8,84.2,119.3,1,59.0,607.5,32.7,64,3
w_51ae8c7c,10.3,147.4,171.9,3,8.5,520.8,26.8,71,0
w_1f8ad712,36.0,141.7,161.7,5,8.6,485.6,21.4,119,2
w_63a4bd52,32.9,163.5,195.9,10,3.0,534.8,38.0,171,3
w_d2be113d,29.6,100.8,112.0,0,51.6,181.5,7.1,47,1
w_197c1b64,46.8,151.7,182.8,9,4.6,581.1,43.1,175,3
w_4ab53ebb,6.9,116.7,154.4,2,6.7,668.1,19.8,13,0
w_83cc3424,45.3,93.5,104.3,3,69.5,217.7,4.4,29,0
w_b9e80d86,18.5,141.8,158.3,4,12.0,388.4,13.7,40,1
w_2cbf04ff,36.6,165.9,192.0,13,3.0,640.3,25.9,151,3
w_039ad0e8,38.4,97.9,116.7,2,83.3,104.9,6.2,44,0
w_6e139832,44.0,151.7,178.0,3,6.0,412.9,15.1,262,3
w_2d20cdd9,29.2,122.5,142.0,4,33.7,324.3,14.5,78,1
w_a81f4919,34.2,92.7,111.9,2,57.8,52.7,3.1,40,0
w_165070bf,38.4,137.2,161.6,5,9.5,508.8,28.4,102,2
w_e0d6666d,29.3,89.3,103.5,0,72.8,122.6,3.6,22,0
w_a7d35da2,17.1,135.9,159.4,4,17.9,457.9,19.1,56,1
w_448d6d47,52.8,122.7,140.7,3,12.3,489.9,18.8,142,2
w_6cabfcda,47.0,158.3,176.1,8,4.8,464.8,17.7,261,3
w_c0fbf837,32.4,99.0,124.0,1,32.1,236.7,5.1,80,1
w_482354ea,23.4,110.5,126.4,1,45.0,173.6,6.7,44,1
w_2473865e,49.5,159.2,181.6,6,5.6,431.1,20.2,304,3
w_03054366,41.7,109.4,127.4,2,21.1,363.3,8.2,51,1
w_00ab6d2c,13.7,79.5,93.7,0,63.3,72.1,1.3,5,0
w_eeb41245,64.1,139.0,153.4,3,19.3,321.3,15.7,81,2
w_79a674f0,5.6,122.9,154.6,5,28.4,597.1,8.8,7,0
w_cc8d8555,62.9,174.2,200.5,10,3.0,672.2,46.9,209,3
w_79f1d8e2,35.8,144.7,164.1,7,4.4,501.8,17.6,102,2
w_69767f3b,34.4,107.8,128.2,2,31.7,299.4,14.4,47,1
w_d8b90e4c,42.2,144.8,160.9,5,10.3,555.7,17.1,136,2
w_4b405971,21.4,109.3,125.5,1,37.3,356.0,14.1,62,1
w_bdb35ef6,44.3,161.0,194.7,7,3.0,690.3,34.2,216,3
w_62fe98d9,9.8,136.4,153.5,5,10.0,341.9,25.0,36,0
w_37e2671f,63.2,123.2,150.1,3,9.5,466.2,22.8,89,2
w_54390828,39.0,137.4,165.5,7,13.1,530.9,24.5,96,2
w_c862ce4d,49.7,145.7,169.0,7,12.0,428.9,17.8,103,2
w_f59f57e9,38.9,98.8,120.6,3,80.9,95.7,3.3,54,0
w_bb814bd2,29.0,109.8,131.4,0,47.3,240.6,3.6,35,1
w_5acc81f3,69.5,141.1,172.2,8,7.0,592.6,41.1,209,3
w_7d1736a1,4.1,159.7,177.5,7,0.8,461.2,15.2,58,0
w_7b38cc31,4.2,121.7,156.1,8,0.2,490.7,30.6,60,0
w_3fa8778a,44.6,171.3,192.9,11,3.0,599.0,39.9,137,3
w_ed612ab8,6.4,139.5,164.9,2,23.8,536.5,13.3,10,0
w_dba89a9d,44.0,151.2,182.6,4,6.0,518.3,20.9,92,2
w_7010c4ed,45.2,114.8,130.3,0,45.0,223.7,7.6,76,1
w_287ab50c,25.9,95.1,113.9,1,75.0,97.6,4.1,30,0
w_c153ffe4,10.2,142.5,166.0,5,3.5,566.0,33.9,74,0
w_3c0c8462,48.5,157.7,182.1,11,3.7,643.4,46.6,230,3
w_da6d469a,35.9,159.7,181.0,8,6.0,688.4,37.2,209,3
